"hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.logFC","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherPval","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherAdjPval"
0.866861327947702,0.478295850533479,1
0.0603942582097162,0.770976543266229,1
NA,0.479424225633286,1
-0.234620968604767,0.908166877037166,1
1.21172746761331,0.256236849877582,1
-0.0255212041880957,0.928319765910282,1
NA,1,1
1.78831567192427,0.119524417749392,1
0.218797154139537,0.954543524193167,1
NA,0.999999999999999,1
NA,0.999999999999999,1
0.323787635497386,0.775389744846395,1
0.841556188136096,0.195091029558006,1
0.437836494953352,0.446752230263591,1
0.686772342991027,0.186872029982281,1
0.681902430050269,0.158364372845607,1
1.46060233800209,0.0165972910723598,0.587143095586634
NA,0.240146642783626,1
NA,0.164355511251716,1
0.812259564635531,0.319767676145007,1
NA,0.999999999999996,1
NA,0.240146642783627,1
0.237274301879394,0.930178866673808,1
0.740223363872153,0.145907845102338,1
3.45250049567461,0.00749763531517044,0.352857462020209
0.00115189283989103,0.659837535183249,1
NA,0.999999999999998,1
NA,0.0563766786245153,0.886697020045873
1.06793206099257,0.0297426621037379,0.732586784807489
NA,0.056376678624515,0.886697020045873
0.956528725316356,0.359828681754935,1
NA,0.999999999999999,1
NA,0.479424225633284,1
NA,0.479424225633284,1
NA,0.380234776128807,1
NA,0.157152321227972,1
1.49271729882955,0.127932526981431,1
1.23201774040948,0.178954582347179,1
NA,0.999999999999999,1
NA,0.479424225633285,1
0.136345965602244,0.964664114080912,1
0.0344664064307168,0.879850272348558,1
0.275954786534057,0.819945273670555,1
-0.189875432339836,0.619391041796098,1
-0.16620181459036,0.938235069161758,1
NA,1,1
1.77701023858124,0.0150225559774154,0.553733514384311
-0.195687552888188,0.831530049998137,1
NA,0.999999999999998,1
0.101082492800584,0.780374418219139,1
NA,0.246940409841618,1
-0.536864047063532,0.147401713524532,1
0.381773462247174,0.863669269197434,1
NA,0.602082344590099,1
NA,0.511327942042456,1
NA,0.541953406667997,1
0.0646806666164107,0.842383296117924,1
0.148708400162686,0.711318025540821,1
NA,1,1
NA,0.564997607905713,1
-1.2725257765846,0.0096932021279429,0.429351835431824
2.06087946660845,0.00281013442917959,0.192366475015657
-0.0285937417363114,0.999434532041356,1
0.606109074252926,0.421368878136838,1
-0.0713012686424912,0.863667448382949,1
0.237308051643264,0.573153432178689,1
NA,0.503807902126516,1
-0.0549267768678676,0.717878265651444,1
NA,0.240146642783628,1
-0.132415135092892,0.637837636768634,1
0.0193484835144534,0.874850417060911,1
0.114233444052381,0.598777918618643,1
NA,0.479424225633285,1
NA,0.999999999999999,1
0.060408106376835,0.749394828108057,1
0.728236574444102,0.27096154710723,1
1.08504120209472,0.117965062293141,1
NA,0.999999999999999,1
1.07127078378801,0.00198444661711817,0.168623574839288
0.628673907514879,0.0471736337350119,0.886697020045873
0.118615873384868,0.939045102389884,1
-0.99720256433525,0.443136433695479,1
-2.09706891620205,0.120889367344047,1
NA,0.240146642783628,1
0.457499868927344,0.374421085206891,1
1.54257593595089,0.000209664872766686,0.0490548570305681
0.551530674595752,0.337964010455125,1
0.745007082458083,0.320524521445423,1
0.796603919617194,0.333619217982611,1
NA,0.564997607905713,1
1.22499575644464,0.0799208492762526,1
NA,0.999999999999998,1
NA,0.325763676643827,1
0.682380464398509,0.345153951395891,1
-0.183136332085635,0.858831388786499,1
0.450162385905198,0.566146912413752,1
-0.195548592235174,0.851645073655447,1
NA,0.244720619469782,1
-0.757770938825447,0.401533313691162,1
NA,0.999999999999999,1
-0.316561985857502,0.334569024099514,1
NA,0.999999999999999,1
NA,0.515724158007565,1
0.759816421277765,0.11576208344256,1
-1.08943299439401,0.107372818064186,1
-0.487860346560508,0.578297589602393,1
NA,1,1
NA,0.497475956661609,1
-0.114606158481728,0.720643109618283,1
