"","logFC","pval","adjPval","negLogAdjPval","significant"
"PACS2_HUMAN",0.100306619427485,0.528525618650847,0.760165645104753,0.119091761776558,FALSE
"PADI2_HUMAN",-0.561381832418803,0.0278289082405291,0.17089854228387,0.767261641672309,FALSE
"PAIP1_HUMAN",0.677753077457273,0.0578839538538729,0.249778726540895,0.602444552908745,FALSE
"PAIRB_HUMAN",0.811197950080231,0.0326055310158407,0.187458412078291,0.727095066113533,FALSE
"PAK1_HUMAN",-0.418116932630935,0.414154655054595,0.678160725125124,0.168667365479992,FALSE
"PAK1_HUMAN;PAK2_HUMAN",0.172351659505902,0.590831935137427,0.796439878727639,0.0988470024395089,FALSE
"PAK1_HUMAN;PAK2_HUMAN;PAK3_HUMAN",-0.483075121645757,0.361798461386976,0.640874898648858,0.193226738233027,FALSE
"PAK1_HUMAN;PAK3_HUMAN",-0.416084371126504,0.47166669585129,0.721080334879395,0.142016348246898,FALSE
"PAK2_HUMAN",0.549443452105938,0.000965803488718141,0.0365661599119894,1.43692064580361,FALSE
"PAK2_HUMAN;PAK3_HUMAN",0.367613182379481,0.0515322746986615,0.235383035431373,0.628224840914999,FALSE
"PAK3_HUMAN",0.119132044942561,0.511049145860506,0.749132750458903,0.125441216101237,FALSE
"PAK5_HUMAN",0.0523198735531302,0.874940864633152,0.952611283974179,0.021084278442006,FALSE
"PALM_HUMAN",-0.191151560048139,0.685316314509677,0.850346888964131,0.0704038728381402,FALSE
"PALM2_HUMAN",0.217845504600213,0.548225500706028,0.769743253812979,0.113654108653587,FALSE
"PALS1_HUMAN",-0.330300567704806,0.351674420574523,0.63220083698657,0.199144933522684,FALSE
"PALS2_HUMAN",-0.67464621949111,0.0309027441740632,0.182565194211494,0.738582016520849,FALSE
"PANK2_HUMAN",-0.247415204308453,0.508941590355659,0.746996157200563,0.126681632335717,FALSE
"PANK4_HUMAN",-0.313085142721827,0.185926146609225,0.454022682185398,0.342922450002172,FALSE
"PAPS1_HUMAN",1.3027068634487,0.000210458858298311,0.0187007728373642,1.72814044522461,FALSE
"PARK7_HUMAN",0.101208623333671,0.751992288475118,0.890205118004531,0.0505099131823024,FALSE
"PARP1_HUMAN",0.623562470530194,0.0358008417456756,0.194602827666256,0.710850853528459,FALSE
"PARVA_HUMAN",0.485858223753463,0.181504841398612,0.447716789136862,0.348996619503575,FALSE
"PARVA_HUMAN;PARVB_HUMAN",0.110185273323454,0.879831658420472,0.954935817338672,0.0200258170155836,FALSE
"PAXI_HUMAN",1.0229082421585,0.0348837309120472,0.192014872807906,0.716665131045177,FALSE
"PAXX_HUMAN",1.01505393065055,0.0718115708947825,0.280419353969402,0.55219201555542,FALSE
"PBDC1_HUMAN",1.02126961730428,0.00491734341000232,0.0757953918713978,1.12035719734497,FALSE
"PBIP1_HUMAN",-0.759836199646471,0.0147686655093592,0.128941035527499,0.889608846285042,FALSE
"PCAT1_HUMAN",1.28964042757438,0.0804770367273593,0.298034625549846,0.525733276824212,FALSE
"PCAT2_HUMAN",0.991177704884474,0.00270301259712499,0.055253130741231,1.2576431090434,FALSE
"PCBP1_HUMAN",0.588076165791604,0.087425230836283,0.309471101675753,0.509379899046817,FALSE
"PCBP1_HUMAN;PCBP2_HUMAN",2.10275695908468,0.0146725661180385,0.128799098544233,0.890087176561884,FALSE
"PCBP1_HUMAN;PCBP2_HUMAN;PCBP3_HUMAN",1.32154895318952,0.0716258379777496,0.280419353969402,0.55219201555542,FALSE
"PCBP2_HUMAN",0.768781447973149,0.281474578642691,0.56587926125582,0.247276222104961,FALSE
"PCBP3_HUMAN",0.181179160922348,0.540134795173641,0.764795739247491,0.116454540222618,FALSE
"PCCA_HUMAN",-0.133573168074596,0.601214053104151,0.803464084473749,0.0950335317985586,FALSE
"PCCB_HUMAN",-0.237392937262703,0.367680458699018,0.646489714875857,0.189438379999662,FALSE
"PCDH1_HUMAN",-0.0342979177306306,0.844527915406647,0.938027191615996,0.0277845720712375,FALSE
"PCDH7_HUMAN",-0.313556439637592,0.300923032773217,0.586490100579494,0.231739313983207,FALSE
"PCDH9_HUMAN",-0.014085289996639,0.944561914720098,0.980987662044179,0.00833645474016022,FALSE
"PCKGM_HUMAN",1.3894837152758,0.00505018160179508,0.0764375305244126,1.1166933521893,FALSE
"PCLO_HUMAN",-0.216007630116356,0.495887699246676,0.7391456438788,0.131269978248281,FALSE
"PCNA_HUMAN",1.87483654413594,0.0165427710729263,0.132891559504651,0.876502602029147,FALSE
"PCOC1_HUMAN",0.171248255204456,0.737793656591627,0.880672040558058,0.0551857913530499,FALSE
"PCP_HUMAN",0.258114011083639,0.419196497081567,0.681315396452858,0.166651796707213,FALSE
"PCP4_HUMAN",-0.0427458464153725,0.913087658062122,0.968032660304001,0.0141099898501567,FALSE
"PCS1N_HUMAN",-0.995051029874474,0.0218855010050278,0.15209436844343,0.817886866152271,FALSE
"PCX4_HUMAN",-0.670327713888223,0.102140613988879,0.333623580875904,0.476743260545237,FALSE
"PCY2_HUMAN",-0.0651932033963687,0.721129059134406,0.870977339281281,0.0599931441348391,FALSE
"PCYOX_HUMAN",-0.0410625913091081,0.862610682922541,0.947962160005293,0.0232089981354419,FALSE
"PCYXL_HUMAN",-0.195512620896695,0.400141168276326,0.672023172951268,0.172615751185238,FALSE
"PDC10_HUMAN",0.276575718629978,0.168508072498133,0.430565814352624,0.365960454836242,FALSE
"PDC6I_HUMAN",0.114551885360204,0.549515453918779,0.770523006924497,0.11321438922177,FALSE
"PDCD4_HUMAN",1.33650412913144,0.308915408796449,0.593199117771464,0.226799503542627,FALSE
"PDCD5_HUMAN",0.536463612644106,0.083742866873199,0.303623827184889,0.517664149743387,FALSE
"PDCD6_HUMAN",0.468146565931934,0.0100285966022603,0.107813603966028,0.967326436230754,FALSE
"PDCL3_HUMAN",1.80664520348077,0.00737869906422711,0.0927640132804955,1.03262047060035,FALSE
